,price (CLP),rooms,size (m2),address
1,380000,3.0,43.0,"Cardenal Samoré 1395 Departamento,..."
4,420000,3.0,70.0,"Avenida Francia, Valparaíso"
5,400000,3.0,60.0,"Avenida Cardenal Samoré, Curauma, ..."
6,490000,1.0,37.0,"Edmundo Eluchans, Costas De Montem..."
7,500000,3.0,77.0,"Los Pinos, Valparaíso"
8,580000,3.0,80.0,"San Luis, Cerro Placeres, Valparaí..."
9,400000,2.0,56.0,"Ibsen, Valparaíso"
10,480000,3.0,68.0,"Avenida Lomas De La Luz, Curauma, ..."
11,600000,3.0,77.0,"Río Imperial, Montemar, Concón"
12,350000,3.0,35.0,"Lago Zenteno, Reñaca Alto, Viña De..."
13,270000,1.0,40.0,"Calle Isla De Pascua, Valparaíso"
14,548000,2.0,48.0,"Avenida Costa De Montemar, Costas ..."
15,900000,3.0,93.0,"Los Prunos, Montemar, Concón"
16,270000,2.0,45.0,"Almirante Gomez Carreño, Belloto C..."
18,500000,3.0,75.0,"Hontaneda, Cerro El Litre, Valpara..."
21,500000,2.0,57.0,"P Mackenna 1635, Forestal, Viña De..."
23,400000,1.0,40.0,"Calle Abedules 1789, Montemar, Con..."
24,600000,2.0,66.0,"Arenales 156, Costas De Montemar, ..."
25,297000,1.0,32.0,"Avenida Argentina 520, Los Andes, ..."
26,450000,1.0,40.0,"Av. Costa De Montemar 394, 2511524..."
27,400000,1.0,30.0,"Toro Herrera 307, Recreo, Viña Del..."
28,710000,3.0,88.0,"(mgg) Agua Santa 3d2b, Agua Santa,..."
29,650000,3.0,92.0,"Vergara / Playa Negra, Concón, Los..."
30,650000,2.0,63.0,"Arenales 196, Costas De Montemar, ..."
32,500000,1.0,48.0,"Gral. Bulnes 215, Reñaca, Viña Del..."
34,550000,2.0,64.0,"Arenales 540, Concón, Chile, Costa..."
35,550000,3.0,63.0,"Los Almendros De Reñaca, Valparaíso"
36,315000,1.0,33.0,"Avenida Argentina 520, Los Andes, ..."
37,900000,3.0,82.0,"Los Olivillos, Concón, Chile, Mont..."
38,650000,2.0,66.0,"Gral. Bulnes 215, Reñaca, Viña Del..."
41,550000,2.0,57.0,"P Mackenna 1635, Forestal, Viña De..."
42,550000,2.0,57.0,"P Mackenna 1635, Forestal, Viña De..."
44,430000,2.0,46.0,"Avenida Argentina 520, Los Andes, ..."
46,440000,3.0,65.0,"Hanga Roa 505, Valparaíso, Chile, ..."
47,470000,3.0,80.0,"A Pasos De Mirador Pablo Neruda!, ..."
48,550000,2.0,57.0,"P Mackenna 1635, Forestal, Viña De..."
50,430000,2.0,46.0,"Avenida Argentina 520, Los Andes, ..."
52,440000,3.0,65.0,"Hanga Roa 505, Valparaíso, Chile, ..."
53,470000,3.0,80.0,"A Pasos De Mirador Pablo Neruda!, ..."
54,700000,1.0,48.0,"Las Perlas Norte 125, Viña Del Mar..."
55,460000,2.0,68.0,"Av. Dr. Gregorio Marañon, Viña Del..."
56,550000,3.0,70.0,"Sol Y Mar 530, Viña Del Mar, Chile..."
57,550000,2.0,70.0,"Talasia 359, Viña Del Mar, Chile, ..."
58,350000,3.0,52.0,"Condominio Jardín Suizo 1, Valpara..."
59,500000,2.0,59.0,"Avenida Jardines De Reñaca 50, Viñ..."
60,600000,2.0,70.0,"Bellavista 1200 - 1500, Viña Del M..."
62,780000,4.0,86.0,"Altamirano 1419, Valparaíso, Chile..."
63,850000,3.0,94.0,"Avenida Gastón Hamel Nieto 355, Vi..."
64,680000,2.0,54.0,"Sa Matin Sn, Libertad, Viña Del Mar"
65,580000,3.0,79.0,"Padre Hurtado 1 - 300, Viña Del Ma..."
67,550000,2.0,41.0,"21 Norte 1429, Viña Del Mar, Chile..."
68,650000,3.0,80.0,"Avenida Jardines De Reñaca 50, Viñ..."
69,490000,1.0,40.0,"Costa Montemar 287, Costas De Mont..."
72,330000,2.0,55.0,"Lago Las Torres 228, Los Pinos, Qu..."
73,550000,3.0,82.0,"Los Pinos 937, Valparaíso, Chile, ..."
74,400000,3.0,60.0,"Los Ciruelos 415, Centro De Quillo..."
76,580000,2.0,59.0,"Los Abedules 1200 - 1500, Concón, ..."
77,740000,2.0,72.0,"Avenida Edmundo Eluchans, Viña Del..."
78,800000,3.0,80.0,"Av. Borgoño 20400 - 20700, Concón,..."
79,695000,2.0,73.0,"Entrelomas 600 - 900, Concón, Chil..."
83,700000,2.0,74.0,"Entrelomas 1 - 300, Concón, Chile,..."
84,600000,2.0,55.0,"Las Pelargonias 1045, Valparaiso, ..."
85,550000,2.0,60.0,"Ignacio Carrera Pinto 0376, Villa ..."
86,420000,2.0,50.0,Condominio Jardín Reñaca - Viña De...
87,550000,2.0,65.0,"Balmaceda 1800 - 2100, Viña Del Ma..."
89,530000,2.0,50.0,"Ocoa, Chorrillos, Viña Del Mar"
90,600000,2.0,76.0,"Reñaca Norte, Reñaca, Viña Del Mar"
91,380000,1.0,32.0,Departamento Nuevo A Pasos De Cana...
92,400000,3.0,90.0,"Lago Zenteno, Reñaca Alto, Viña De..."
93,400000,1.0,35.0,"Von Schroeder 1 - 300, Viña Del Ma..."
95,450000,2.0,45.0,"Padre Rene Pienovi 965, Viña Del M..."
96,600000,2.0,76.0,"Reñaca Norte, Reñaca, Viña Del Mar"
97,380000,1.0,32.0,Departamento Nuevo A Pasos De Cana...
98,400000,3.0,90.0,"Lago Zenteno, Reñaca Alto, Viña De..."
99,400000,1.0,35.0,"Von Schroeder 1 - 300, Viña Del Ma..."
101,450000,2.0,45.0,"Padre Rene Pienovi 965, Viña Del M..."
102,500000,3.0,80.0,"Departamento En Recreo Alto, Agua ..."
103,730000,3.0,92.0,"Viña Del Mar, Reñaca, Viña Del Mar"
104,600000,3.0,89.0,"General Prieto 300 - 600, Valparaí..."
105,530000,2.0,59.0,"Av. Concon Reñaca 4357, Costas De ..."
106,290000,1.0,35.0,"Cerro Polanco, Cerro Larraín - Pol..."
107,530000,2.0,68.0,"Riveros 1 - 300, Viña Del Mar, Chi..."
109,690000,2.0,60.0,Avenida Edmundo Eluchans 2100 - 24...
111,460000,3.0,72.0,"Amplio Departamento En Arriendo, C..."
112,560000,3.0,85.0,"Irene Morales 300 - 600, Valparaís..."
113,400000,2.0,63.0,"Paso Hondo, Viña Del Mar"
116,300000,1.0,60.0,"Julio Zegers 283, Valparaíso, Chil..."
117,460000,3.0,61.0,"Glaciar Grey 2000, Colinas De Oro,..."
118,400000,2.0,52.0,"Departamento Nuevo, En Peñablanca,..."
120,770000,2.0,64.0,"De La Luna - Calle De La Luna 115,..."
121,400000,2.0,60.0,"Los Pinos 937, Valparaíso, Valpara..."
122,650000,2.0,65.0,"Bellavista 1497, Viña Del Mar, Chi..."
123,580000,1.0,57.0,"Avenida Edmundo Eluchans 2805, Viñ..."
124,390000,2.0,45.0,"Placeres, Cerro Placeres, Valparaí..."
125,300000,3.0,55.0,"Parque Acuatico, Viña Del Mar, Val..."
126,850000,3.0,83.0,"Av. Concón Reñaca 4000, Concón, Ch..."
127,350000,1.0,35.0,"Solingen 1 - 300, Valparaíso, Chil..."
128,330000,1.0,23.0,"Bremen 290, Viña Del Mar, Cerro Pl..."
129,650000,2.0,60.0,Avenida Costa De Montemar 300 - 60...
130,480000,2.0,41.0,"Central, Montemar, Concón"
131,530000,3.0,70.0,"Av. Curauma Sur 900 - 1200, Valpar..."
132,580000,2.0,55.0,"Salvador Vergara 1 - 300, Viña Del..."
137,550000,2.0,55.0,"Navío San Martín 365, Valparaíso, ..."
138,440000,1.0,30.0,"Viana 433, Viña Del Mar, Chile, Ce..."
139,450000,3.0,65.0,"Cardenal Samore 2125, Placilla Val..."
140,470000,2.0,72.0,"Cerro Merced, Valparaíso"
143,400000,1.0,12.0,"Loft En Recreo, Gastos Básicos Inc..."
144,440000,1.0,30.0,"Viana 433, Viña Del Mar, Chile, Ce..."
145,450000,3.0,65.0,"Cardenal Samore 2125, Placilla Val..."
146,470000,2.0,72.0,"Cerro Merced, Valparaíso"
149,400000,1.0,12.0,"Loft En Recreo, Gastos Básicos Inc..."
150,450000,3.0,58.0,Parque Kenrick Cerro Las Delicias ...
151,750000,2.0,65.0,Avenida Edmundo Eluchans 2400 - 27...
154,600000,2.0,53.0,(fer11587) Arrienda Departamento C...
155,550000,2.0,90.0,"Centro Valparaíso, Sector Puerto, ..."
156,420000,3.0,60.0,"Condominio Las Ochogavias 2, Valpa..."
157,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
158,450000,1.0,32.0,"Se Arrienda Departamento Nuevo, Qu..."
159,400000,2.0,44.0,"Sector Marga Marga, Los Pinos, Qui..."
161,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
162,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
163,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
164,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
165,460000,3.0,67.0,"Glaciar Grey, Colinas De Oro, Quil..."
166,600000,2.0,62.0,"Viana, Centro De Viña Del Mar, Viñ..."
167,650000,2.0,55.0,"Costas De Montemar, Concón"
169,450000,2.0,55.0,(krm)departamento En Condominio Pa...
170,370000,2.0,44.0,"Camino Troncal 2300, Peñablanca, V..."
171,630000,2.0,60.0,"Estadio Español, Reñaca, Viña Del ..."
172,600000,3.0,70.0,"Av. Parque Norte 350 Edificio Mar,..."
173,300000,3.0,50.0,"Los Alelies, Reñaca Alto, Viña Del..."
175,395000,3.0,62.0,"Condominio Parque Las Encinas, Cer..."
176,550000,2.0,0.0,"Viana 1285, Centro De Viña Del Mar..."
177,420000,3.0,69.0,Condominio Laffitte - Prat 300 - 6...
178,650000,2.0,50.0,"Reñaca Norte, Reñaca, Viña Del Mar"
179,730000,2.0,66.0,"Arenales, Concón, Chile, Costas De..."
181,550000,2.0,54.0,"Costa De Montemar, Costas De Monte..."
183,450000,1.0,31.0,"Departamento 1 Dormitorio Concón, ..."
184,550000,2.0,53.0,Moderno Departamento Villa Dulce E...
185,460000,2.0,50.0,"Jardines De Paso Hondo, Quilpué"
186,500000,3.0,51.0,"Copérnico 226, Valparaíso, Chile, ..."
187,420000,1.0,42.0,"Navío San Martín 315, Valparaíso, ..."
188,600000,3.0,63.0,Totalmente Equipado Con Inmejorabl...
189,350000,2.0,30.0,"Olmue Club, Centro De Olmué, Olmué"
190,490000,3.0,65.0,"Curauma Sur 1021, Curauma, Valpara..."
191,580000,1.0,57.0,"Avenida Edmundo Eluchans 2805, Viñ..."
192,500000,3.0,51.0,"Copérnico 226, Valparaíso, Chile, ..."
193,420000,1.0,42.0,"Navío San Martín 315, Valparaíso, ..."
194,600000,3.0,63.0,Totalmente Equipado Con Inmejorabl...
195,350000,2.0,30.0,"Olmue Club, Centro De Olmué, Olmué"
196,490000,3.0,65.0,"Curauma Sur 1021, Curauma, Valpara..."
197,580000,1.0,57.0,"Avenida Edmundo Eluchans 2805, Viñ..."
198,460000,2.0,54.0,"Gregorio Marañon, Viña Del Mar, Ch..."
199,400000,1.0,36.0,(fer11592) Se Arrienda Hermoso Dep...
200,400000,3.0,55.0,"Lagos Janosa, Troncos Viejos, Vill..."
201,600000,3.0,68.0,"Departamento En Playa Ancha, Las T..."
202,590000,2.0,73.0,"Cerro Merced, Valparaíso"
203,730000,2.0,55.0,"Costa De Montemar, Costas De Monte..."
204,360000,3.0,51.0,"Yungay, Centro De Quillota, Quillo..."
205,500000,3.0,55.0,"German Riesco 2175, Valparaíso, Ch..."
206,530000,2.0,64.0,"Valparaíso, Chile, Almendral, Valp..."
207,400000,3.0,54.0,"José Tomás Ramos 900 - 1200, Valpa..."
208,580000,1.0,45.0,"Diecinueve De Junio, Viña Del Mar,..."
209,440000,1.0,45.0,"Los Peumos 525, Los Romeros - Los ..."
210,470000,3.0,72.0,Avenida José Tomás De Urmeneta 110...
211,590000,2.0,93.0,"Cerro Merced, Valparaíso"
212,700000,2.0,67.0,"Av. Costa De Montemar 287, Concón,..."
213,850000,3.0,95.0,"Francisco Soza 740, Montemar, Conc..."
214,480000,3.0,65.0,"Departamento Amoblado En Quilpué, ..."
215,390000,3.0,52.0,Arriendo Departamento Los Pinos //...
216,390000,3.0,52.0,Arriendo Departamento Los Pinos //...
217,390000,1.0,30.0,"Avenida San Martín 605, Viña Del M..."
219,500000,2.0,68.0,"6 - 1/2 Oriente 1 - 300, Viña Del ..."
220,380000,2.0,43.0,Se Arrienda Depto 2d 1b 1e Villa D...
221,360000,1.0,25.0,Amoblado Año Corrido Reñaca Jardin...
222,380000,1.0,32.0,"(mvr) Edificio Altavista Iii, Agua..."
223,550000,2.0,43.0,"Arriendo Depto Viña Centro, Libert..."
224,495000,3.0,75.0,"Rodriguez, Almendral, Valparaíso"
226,810000,2.0,85.0,"Sector Costa De Montemar, Concón.,..."
229,380000,1.0,28.0,Departamento En Arriendo De 1 Dorm...
231,600000,3.0,85.0,"Agua Santa 300 - 600, Viña Del Mar..."
232,380000,1.0,45.0,"Avenida San Martín 575, Viña Del M..."
233,470000,2.0,75.0,"Ecuador 326, Viña Del Mar, Chile, ..."
234,560000,3.0,80.0,"Avenida San Martín 459, Viña Del M..."
235,410000,2.0,50.0,"Avenida San Martín 575, Viña Del M..."
236,350000,2.0,45.0,"Tolson 1 - 300, Valparaíso, Chile,..."
237,540000,2.0,67.0,"Avenida Edmundo Eluchans, Viña Del..."
238,450000,2.0,50.0,"Arriendo Marzo-diciembre, Amoblado..."
239,500000,2.0,32.0,Departamento A Pasos Del Rodoviari...
240,560000,3.0,80.0,"Avenida San Martín 459, Viña Del M..."
241,410000,2.0,50.0,"Avenida San Martín 575, Viña Del M..."
242,350000,2.0,45.0,"Tolson 1 - 300, Valparaíso, Chile,..."
243,540000,2.0,67.0,"Avenida Edmundo Eluchans, Viña Del..."
244,450000,2.0,50.0,"Arriendo Marzo-diciembre, Amoblado..."
245,500000,2.0,32.0,Departamento A Pasos Del Rodoviari...
246,320000,1.0,45.0,Departamento Frente A Playa Las To...
247,650000,3.0,80.0,"Álvarez 32, Viña Del Mar, Chile, A..."
248,570000,2.0,60.0,"3 Poniente 300 - 600, Viña Del Mar..."
250,425000,2.0,42.0,"Hontaneda 735, Valparaíso, Chile, ..."
251,550000,3.0,85.0,"Pacífico Gomez Carreño  5173, Góme..."
252,650000,3.0,90.0,"De Veer, Centro De Quilpué, Quilpué"
253,620000,2.0,60.0,"Amunátegui 2400 - 2700, Viña Del M..."
254,360000,2.0,50.0,"Alto Marga Marga, Quilpué, Los Pin..."
256,380000,2.0,1.0,"Av. Los Carrera 01150, 2421149 Qui..."
257,425000,2.0,63.0,"Valparaiso, Cerro Yungay, Valparaí..."
258,390000,1.0,30.0,"Avenida San Martin 605, Viña Del M..."
259,690000,3.0,75.0,"Reñaca Norte 145, Reñaca, Viña Del..."
260,900000,3.0,88.0,"7 Norte, Libertad, Viña Del Mar"
261,479990,2.0,65.0,"Padre Rene Pienovi 965, Agua Santa..."
263,350000,2.0,45.0,"Estero Maitenlahue 922, Viña Del M..."
264,450000,3.0,70.0,"Isla Picton 280, Canal Beagle, Viñ..."
267,550000,3.0,81.0,"Mall Quilpue, Centro De Quilpué, Q..."
268,390000,3.0,55.0,"Lomas Del Bosque 105, Valparaíso, ..."
269,750000,2.0,90.0,"Gaston Hammel Nieto - Los Mirlos, ..."
270,520000,2.0,65.0,"Las Pimpinelas 600 - 900, Valparaí..."
271,950000,3.0,90.0,Avenida Edmundo Eluchans 2100 - 24...
272,420000,3.0,57.0,Arriendo Hermoso Departamento Nuev...
273,490000,2.0,53.0,"Isla Melinka 220, Viña Del Mar, Ch..."
274,630000,3.0,94.0,"Departamento Amplio, 3 Dormitorios..."
277,350000,2.0,50.0,"Ibsen 568, Valparaíso, Chile, Valp..."
278,500000,1.0,36.0,"P Mackenna 462, Viña Del Mar, Chil..."
280,600000,2.0,65.0,"1 Poniente, Libertad, Viña Del Mar"
282,700000,3.0,80.0,"Montemar, Concón"
283,390000,2.0,40.0,"Camino Troncal 2300, Peñablanca, V..."
284,420000,2.0,10.0,Alejandro Navarrete - Pje Veintiun...
286,520000,2.0,75.0,"El Bosque 1200 - 1500, Valparaíso,..."
287,390000,3.0,57.0,"Arriendo Cómodo Departamento,  Pla..."
288,700000,3.0,80.0,"Montemar, Concón"
289,390000,2.0,40.0,"Camino Troncal 2300, Peñablanca, V..."
290,420000,2.0,10.0,Alejandro Navarrete - Pje Veintiun...
292,520000,2.0,75.0,"El Bosque 1200 - 1500, Valparaíso,..."
293,390000,3.0,57.0,"Arriendo Cómodo Departamento,  Pla..."
295,450000,2.0,60.0,"Francisco Sosa Cousiño 600 - 900, ..."
297,700000,3.0,90.0,"Álvarez, Viña Del Mar, Chile, Viña..."
298,750000,3.0,73.0,Arriendo Con Conpromiso De Conprav...
299,400000,2.0,64.0,"Av Chile, Viña Del Mar"
300,640000,3.0,69.0,"Arrienda Departamento Concon, Mont..."
301,800000,3.0,69.0,"Entrelomas 110, Concón, Chile, Cos..."
302,190000,1.0,15.0,"Pasaje 43-gomez Carreño, Reñaca, V..."
303,590000,2.0,52.0,"Entrelomas, Costas De Montemar, Co..."
305,570000,2.0,55.0,"Von Schroeders Al Sur De Álvarez, ..."
307,530000,3.0,73.0,"Av Lomas De La Luz, Curauma, Valpa..."
308,560000,3.0,85.0,"Avenida San Martin 459, Viña Del M..."
309,490000,2.0,62.0,"Paula Jaraquemada 580, Valparaíso,..."
312,550000,1.0,45.0,"4 Norte 1093, Viña Del Mar, Chile,..."
313,450000,3.0,79.0,"Avenida Cardenal Samoré 1246, Plac..."
314,750000,3.0,75.0,Ruta F 30-e Condominio Mantagua 12...
315,480000,2.0,75.0,"Marga Marga, Quilpué, Limache"
316,560000,3.0,80.0,"Doris Martínez, Quilpué, Chile, El..."
317,1150000,3.0,97.0,"Ponientes, Viña Del Mar, Libertad,..."
320,580000,2.0,53.0,"Entre Lomas, Costas De Montemar, C..."
321,750000,2.0,82.0,"Las Golondrinas Y Los Mirlos, Reña..."
322,750000,3.0,80.0,"Av. Borgoño Y Los Lilenes, Costas ..."
323,620000,2.0,60.0,"Entre Lomas, Costas De Montemar, C..."
324,650000,2.0,60.0,Francisco Sosa Cousiño Y Los Pruno...
325,470000,2.0,65.0,"Condominio Parque Mar, Balneario E..."
326,650000,2.0,1.0,"Isidoro Dubournais, El Quisco Cent..."
327,470000,2.0,65.0,"Condominio Parque Mar, Balneario E..."
328,690000,2.0,60.0,"Bellavista 910, Viña Del Mar, Chil..."
329,980000,3.0,80.0,"Costa Montemar, Concón, Viña Del M..."
331,630000,2.0,60.0,"Entrelomas 1 - 300, Concón, Chile,..."
333,350000,2.0,45.0,"Av. Jorge Kenrick, Valparaíso"
334,700000,1.0,42.0,Avenida Edmundo Eluchans 2700 - 30...
337,630000,2.0,60.0,"Entrelomas 1 - 300, Concón, Chile,..."
339,350000,2.0,45.0,"Av. Jorge Kenrick, Valparaíso"
340,700000,1.0,42.0,Avenida Edmundo Eluchans 2700 - 30...
342,350000,1.0,35.0,"Subida Torpederas 40, Playa Ancha,..."
343,350000,1.0,34.0,"Las Rosas 1 - 300, Quilpué, Chile,..."
344,650000,2.0,63.0,"Costa De Montemar Playa, Costas De..."
345,430000,3.0,80.0,"Casas De Valencia, Casas De Valenc..."
346,500000,3.0,60.0,"Calle Marga Marga, Los Pinos, Quil..."
347,310000,1.0,35.0,"Tolson 1 - 300, Valparaíso, Chile,..."
348,500000,3.0,60.0,"Condominio Parque Mar, El Tabo, Ba..."
349,850000,3.0,64.0,"Los Mirlos, Reñaca, Viña Del Mar"
350,400000,2.0,46.0,"Departamento En Parque Inglés, Val..."
352,480000,3.0,72.0,"Navío San Martín 345, Valparaíso, ..."
353,500000,1.0,57.0,"Costa De Montemar, Costas De Monte..."
354,600000,2.0,65.0,"Avenida Con Con, Concón"
355,390000,1.0,52.0,"Las Encinas 1160, Los Romeros - Lo..."
356,490000,2.0,60.0,"Sendero Sur 1 - 300, Viña Del Mar,..."
357,980000,3.0,96.0,"Av. Blanca Estela 2207, Concón, Va..."
358,800000,3.0,90.0,De La Luna - Calle De La Luna 1 - ...
359,420000,3.0,54.0,"Lago Zenteno Con Lomas Del Bosque,..."
360,395000,2.0,80.0,"Avenida Los Carrera 948, Quilpué, ..."
361,450000,2.0,75.0,"Eduardo Titus , 410, Viña Del Mar"
362,450000,1.0,54.0,"Playa Los Lilenes, Costas De Monte..."
363,490000,2.0,65.0,"Subida Torpederas 1 - 300, Valpara..."
366,450000,3.0,70.0,"Cumbres De Curauma, Curauma, Valpa..."
369,740000,2.0,90.0,"Edmundo Eluchans, Reñaca, Viña Del..."
370,950000,3.0,85.0,"Av Edmundo Eluchans, Viña Del Mar,..."
371,630000,3.0,4.0,Avenida José Manuel Balmaceda 600 ...
372,530000,3.0,75.0,"Villa Dulce, Viña Del Mar, Chile, ..."
373,650000,2.0,56.0,"Avda. Concón Reñaca, Costas De Mon..."
374,400000,2.0,38.0,"Almendral, Valparaíso"
376,350000,1.0,37.0,"Bremen , 290, Valparaíso"
377,430000,2.0,60.0,"Los Pinos 900 - 1200, Valparaíso, ..."
378,450000,3.0,55.0,"Las Acacias 30, Peñablanca, Villa ..."
380,630000,2.0,60.0,"Petalonia 300 - 600, Viña Del Mar,..."
381,390000,2.0,60.0,"Lago Zenteno, Reñaca Alto, Viña De..."
382,450000,3.0,80.0,"Castilla 1 - 300, Viña Del Mar, Ch..."
384,450000,3.0,55.0,"Las Acacias 30, Peñablanca, Villa ..."
386,630000,2.0,60.0,"Petalonia 300 - 600, Viña Del Mar,..."
387,390000,2.0,60.0,"Lago Zenteno, Reñaca Alto, Viña De..."
388,450000,3.0,80.0,"Castilla 1 - 300, Viña Del Mar, Ch..."
392,380000,1.0,33.0,"Viana 900 - 1200, Viña Del Mar, Ch..."
393,420000,3.0,56.0,"Lago Zenteno Con Lomas Del Bosque,..."
395,350000,2.0,50.0,"Molinos De Santa Ana, Huanhuali, V..."
397,450000,1.0,45.0,"Limache 1270, Centro De Viña Del M..."
398,550000,3.0,80.0,"Cerro Placeres, Cerro Placeres, Va..."
399,450000,3.0,57.0,"Hanga Roa 505, Valparaíso, Chile, ..."
401,420000,3.0,62.0,"Las Acacias, Villa Alemana, Chile,..."
402,650000,2.0,56.0,"Las Cinerarias 300 - 600, Concón, ..."
403,500000,2.0,60.0,"Arenales 300 - 600, Concón, Chile,..."
404,350000,3.0,50.0,"Rio Andalien  1421, Troncos Viejos..."
405,580000,2.0,57.0,"Entrelomas, Costas De Montemar, Co..."
406,680000,2.0,75.0,"Avenida Las Pimpinelas  Sn, Higuer..."
407,350000,3.0,65.0,"Los Aromos 771, Villa Alemana, Chi..."
408,350000,2.0,45.0,"Lago Las Torres, Quilpué, Valparaí..."
409,500000,3.0,58.0,Arriendo Hermoso Y Comodo Depto En...
410,420000,3.0,62.0,"Buenos Aires, Cerro Florida, Valpa..."
411,520000,3.0,65.0,"Altamirano 1200 - 1500, Valparaíso..."
412,450000,2.0,60.0,"Cumming 399, Centro De Villa Alema..."
413,580000,2.0,51.0,"Entrelomas 365, Costas De Montemar..."
414,600000,2.0,54.0,"Avenida Costa De Montemar 546, Con..."
415,600000,2.0,68.0,"Arenales 196, Costas De Montemar, ..."
416,520000,3.0,70.0,"Valle Los Ingleses 2, Barrio Inglé..."
417,620000,2.0,75.0,Depto 2 Dormitorios Amoblado En Ar...
418,400000,2.0,48.0,"Frankfurt, Cerro Los Placeres 1134..."
419,850000,2.0,85.0,"Calle Del Sol, Costas De Montemar,..."
421,380000,2.0,54.0,"Cómodo, Luminoso, Vista Despejada,..."
423,335000,1.0,40.0,"Arriendo Departamento Año Corrido,..."
424,430000,3.0,62.0,"Condominio 7 Hermanas, Viña Del Mar"
425,400000,1.0,36.0,Departamento A Pies De Cerro Place...
426,410000,2.0,1.0,"San Guillermo, Cerro Placeres, Val..."
427,575000,2.0,56.0,"Arenales 196, Costas De Montemar, ..."
428,430000,2.0,55.0,"Camino Troncal 2300, Villa Alemana..."
430,700000,2.0,80.0,"Av Marina 620, Punta Puyai, Papudo"
431,500000,3.0,70.0,Arriendo Hermoso Dpto Familiar Alg...
432,410000,2.0,1.0,"San Guillermo, Cerro Placeres, Val..."
433,575000,2.0,56.0,"Arenales 196, Costas De Montemar, ..."
434,430000,2.0,55.0,"Camino Troncal 2300, Villa Alemana..."
436,700000,2.0,80.0,"Av Marina 620, Punta Puyai, Papudo"
437,500000,3.0,70.0,Arriendo Hermoso Dpto Familiar Alg...
438,500000,1.0,38.0,Avenida Costa De Montemar 300 - 60...
439,600000,2.0,63.0,Departamento En Arriendo Sta Ines ...
440,800000,3.0,90.0,"San Martin 1080, Libertad, Viña De..."
441,340000,1.0,33.0,"Bremen 290, Cerro Placeres, Valpar..."
443,380000,3.0,64.0,"Los Aromos 600 - 900, Villa Aleman..."
444,620000,2.0,55.0,"Maroto 900 - 1200, Concón, Chile, ..."
445,300000,1.0,18.0,"Cerro Placeres, Valparaíso"
447,420000,2.0,52.0,"Navío San Martín, Valparaíso"
448,500000,2.0,50.0,"Cerro Barón, Valparaíso, Chile, Ce..."
450,450000,2.0,50.0,Edificio Mirador - Navío San Martí...
451,690000,2.0,65.0,"Reñaca, Libertad, Viña Del Mar"
452,280000,2.0,56.0,"Pasaje Esmeralda, Villa Alemana, C..."
453,550000,2.0,75.0,"Las Torpederas, Playa Ancha, Valpa..."
454,1100000,2.0,73.0,"Avenida Borgoño 19700, Concón, Chi..."
456,450000,2.0,55.0,"Pedro Montt 900 - 1200, Marga Marg..."
457,700000,3.0,85.0,"Álvarez 402, Viña Del Mar, Chile, ..."
458,400000,3.0,68.0,Cercano Supermercado Acuenta Reñac...
459,420000,3.0,70.0,"Irma Johnson Molina 752, Quilpué, ..."
461,440000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
462,700000,3.0,56.0,"Condominio Vista Aconcagua, Los An..."
464,500000,1.0,47.0,"Reñaca Norte 265, Concón, Viña Del..."
465,470000,3.0,75.0,"Villa Alemana, Centro De Villa Ale..."
466,470000,2.0,50.0,"Colegio Mackay, Reñaca, Viña Del M..."
469,800000,3.0,80.0,"Avenida José Manuel Balmaceda, Viñ..."
471,610000,3.0,80.0,"Los Abedules Y San Juan, Montemar,..."
474,460000,3.0,61.0,"Reñaca Alto, Viña Del Mar"
476,580000,3.0,70.0,"Las Encinas 1160, Los Romeros - Lo..."
477,450000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
478,345000,1.0,3.0,"Von Schroeder 229, Viña Del Mar, C..."
480,460000,3.0,61.0,"Reñaca Alto, Viña Del Mar"
482,580000,3.0,70.0,"Las Encinas 1160, Los Romeros - Lo..."
483,450000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
484,345000,1.0,3.0,"Von Schroeder 229, Viña Del Mar, C..."
486,680000,2.0,70.0,"Cerca De Av. Costa De Montemar, Co..."
487,360000,2.0,50.0,"Avenida Porvenir 1211, Villa Alema..."
488,500000,3.0,62.0,"Camino Del Sol 800, Quilpué, Chile..."
490,515000,3.0,90.0,Departamento En Plan De Valparaíso...
491,460000,3.0,85.0,Arriendo Dpto En Ignacio Carrera P...
492,750000,3.0,85.0,"Los Sargazos 240, Viña Del Mar, Ch..."
493,645000,2.0,64.0,"San Fernando 46, Concón, Chile, Mo..."
494,550000,2.0,63.0,"Avenida Borgoño 20500, Concón, Val..."
495,750000,2.0,60.0,"Cochoa, Reñaca, Viña Del Mar"
496,700000,3.0,75.0,"Ruta F30 - E Mantagua 12010, Manta..."
497,810000,3.0,89.0,"Barrio Golf, Rocas De Santo Doming..."
498,450000,2.0,55.0,"Camino Troncal 2300, Villa Alemana..."
499,400000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
