,price (CLP),rooms,size (m2),address
1817,370000,3.0,77.0,"Las Palmas, Villa Alemana"
1818,758000,2.0,71.0,"Uno Poniente 1199, Viña Del Mar, C..."
1819,370000,2.0,50.0,"Lago Las Torres 29, Quilpué, Chile..."
1820,390000,2.0,48.0,"Camino Troncal 2300, Villa Alemana..."
1821,700000,2.0,77.0,"Edmundo Eluchans 1800 - 2100, Viña..."
1824,370000,3.0,77.0,"Las Palmas, Villa Alemana"
1825,758000,2.0,71.0,"Uno Poniente 1199, Viña Del Mar, C..."
1826,370000,2.0,50.0,"Lago Las Torres 29, Quilpué, Chile..."
1827,390000,2.0,48.0,"Camino Troncal 2300, Villa Alemana..."
1828,700000,2.0,77.0,"Edmundo Eluchans 1800 - 2100, Viña..."
1831,400000,1.0,36.0,"C. Isla De Pascua 317, 2340000 Val..."
1833,580000,3.0,80.0,"Edwin Guajardo Sn, Centro De Quilp..."
1834,400000,2.0,56.0,"Navío San Martín 345, Valparaíso, ..."
1835,650000,2.0,65.0,"Escrivá De Balaguer, Montemar, Con..."
1837,400000,2.0,61.0,"Penablanca, Villa Alemana, Chile, ..."
1839,380000,2.0,58.0,"Navío San Martín, Valparaíso, Chil..."
1840,670000,2.0,68.0,"Costas De Montemar, Concón"
1841,390000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
1842,900000,3.0,94.0,"Los Prunos, Concón, Chile, Montema..."
1843,350000,3.0,50.0,Arriendo Departamento 3 Dormitorio...
1844,600000,2.0,65.0,"La Luna, Costas De Montemar, Concón"
1845,360000,2.0,42.0,"Ibsen 1 - 300, Valparaíso, Chile, ..."
1847,400000,2.0,45.0,"Navio San Martín, Valparaíso"
1848,300000,2.0,55.0,Arriendo Departamento Las Americas...
1849,450000,3.0,64.0,"Avenida Lomas De La Luz 3878, Valp..."
1850,1200000,4.0,1.0,"Calle Álvarez, Quinta Vergara, Viñ..."
1852,370000,1.0,31.0,"Los Carreras 990, Quilpué, Chile, ..."
1853,450000,1.0,45.0,"Cerro Placeres, Valparaíso"
1855,630000,2.0,60.0,"C. Vianna 289, Valparaíso, Viña De..."
1856,500000,1.0,40.0,"Avenida Costa De Montemar 200, Con..."
1857,600000,3.0,72.0,"Maroto 1440, Concón, Chile, La Boc..."
1858,390000,3.0,65.0,"Departamnto Arriendo Quillota, Cen..."
1859,700000,3.0,85.0,"Avenida Los Arenales  800- 1.200, ..."
1860,550000,3.0,75.0,"Parque Mantagua, Quintero, Chile, ..."
1862,430000,1.0,34.0,"Viana 1200 - 1500, Viña Del Mar, C..."
1863,500000,3.0,62.0,"Canal Kirke, Canal Beagle, Viña De..."
1864,590000,2.0,57.0,"Costas De Montemar, Concón"
1866,350000,2.0,60.0,"Beaucheff 199. Barrio O!higgins, A..."
1867,800000,3.0,60.0,Viña Del Mar
1868,700000,2.0,55.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1870,630000,2.0,65.0,"Costas De Montemar, Concón"
1871,375000,1.0,45.0,"Avenida El Granizo 7301, Granizo, ..."
1872,350000,2.0,60.0,"Beaucheff 199. Barrio O!higgins, A..."
1873,800000,3.0,60.0,Viña Del Mar
1874,700000,2.0,55.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1876,630000,2.0,65.0,"Costas De Montemar, Concón"
1877,375000,1.0,45.0,"Avenida El Granizo 7301, Granizo, ..."
1878,400000,1.0,46.0,"Los Romeros, Concon, Los Romeros -..."
1879,390000,3.0,65.0,"San Francisco De Limache, Limache"
1880,550000,3.0,90.0,Viña Del Mar
1881,450000,3.0,67.0,Renta Depto Parque Los Ingleses - ...
1882,500000,3.0,78.0,"Sector Parque Los Ingleses, Valpar..."
1883,400000,3.0,60.0,"Marga Marga, Los Pinos, Quilpué"
1884,550000,3.0,80.0,"Condominio Cumbres De Peñablanca, ..."
1885,340000,2.0,50.0,Los Almendros 2915 Depto 44 Quilpu...
1886,500000,2.0,56.0,"Hermanos Clark 300 - 600, Los Ande..."
1888,800000,2.0,90.0,"Av. Costa De Montemar 300 - 600, C..."
1889,900000,3.0,90.0,"Vergara 1 - 300, Concón, Chile, Lo..."
1890,500000,2.0,75.0,"Av. Brasil, Almendral, Valparaíso"
1891,480000,3.0,61.0,"Gregorio Marañón, Viña Del Mar, Vi..."
1892,480000,3.0,3.0,"Avenida Borde Laguna, Placilla, Va..."
1893,1300000,2.0,75.0,"Cerro Castillo, Viña Del Mar"
1894,650000,3.0,75.0,"Condominio Laguna Vista, Centro De..."
1897,600000,2.0,50.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1898,500000,2.0,65.0,"Avenida Armando Celis 1525, El Tab..."
1899,570000,2.0,84.0,"Higuerillas, Higuerillas, Concón"
1900,270000,1.0,27.0,"Av. Valparaíso 2550, Villa Alemana..."
1901,700000,3.0,75.0,"Sector Agua Santa Calle Sol Y Mar,..."
1903,420000,2.0,65.0,"Se Arrienda Departamento, Valparaí..."
1905,420000,2.0,57.0,"Club De Campo Elías Figueroa, Valp..."
1906,520000,2.0,56.0,Acceso A Camino Internacional 2030...
1908,800000,3.0,80.0,"Avenida Borgoño 20500, Concón, Chi..."
1909,470000,3.0,62.0,"Glaciar Grey/ Glaciar Soler, Los P..."
1910,900000,2.0,55.0,"Entrelomas 600 - 900, Concón, Chil..."
1912,950000,3.0,75.0,"Arenales 156, Concón, Chile, Costa..."
1913,480000,3.0,73.0,Espacio | Tranquilidad | Bosque In...
1914,450000,3.0,60.0,"Curauma, Placilla, Valparaíso, Chi..."
1915,1000000,3.0,85.0,"Costa De Montemar / Concón,, Costa..."
1918,370000,3.0,62.0,"Chacabuco, 960, Centro De Quillota..."
1919,850000,3.0,91.0,"Costa De Montemar, Costas De Monte..."
